Prop;;;;;
#P_id;dens;E;v;A;Iz;R;K;B;Lp;Lg;a;b;c;
0;7800;200000000000;0.3;0.04;1.333333E-4;235000000;100;1;60;104;310;1.14;0;
Nodes;;;;;
#N_id;x;y;phi;;
0;20;20;;;
1;27;20;;;
2;34;20;;;
3;41;20;;;
4;48;20;;;
5;55;20;;;
6;62;20;;;
7;69;20;;;
8;76;20;;;
9;83;20;;;
10;90;20;;;
11;97;20;;;
12;104;20;;;
13;111;20;;;
14;118;20;;;
15;125;20;;;
16;132;20;;;
17;23.5;26;;;
18;30.5;26;;;
19;37.5;26;;;
20;44.5;26;;;
21;51.5;26;;;
22;58.5;26;;;
23;65.5;26;;;
24;72.5;26;;;
25;79.5;26;;;
26;86.5;26;;;
27;93.5;26;;;
28;100.5;26;;;
29;107.5;26;;;
30;114.5;26;;;
31;121.5;26;;;
32;128.5;26;;;
Elements;;;;;
#E_id;from;to;prop;;
0;1;0;0;;
1;1;2;0;;
2;2;3;0;;
3;3;4;0;;
4;4;5;0;;
5;6;5;0;;
6;7;6;0;;
7;7;8;0;;
8;8;9;0;;
9;10;9;0;;
10;10;11;0;;
11;11;12;0;;
12;12;13;0;;
13;14;13;0;;
14;14;15;0;;
15;16;15;0;;
16;32;16;0;;
17;32;15;0;;
18;15;31;0;;
19;14;31;0;;
20;14;30;0;;
21;30;13;0;;
22;13;29;0;;
23;12;29;0;;
24;12;28;0;;
25;11;28;0;;
26;27;11;0;;
27;27;10;0;;
28;26;10;0;;
29;9;26;0;;
30;9;25;0;;
31;8;25;0;;
32;24;8;0;;
33;7;24;0;;
34;23;7;0;;
35;23;6;0;;
36;6;22;0;;
37;22;5;0;;
38;21;5;0;;
39;4;21;0;;
40;20;4;0;;
41;3;20;0;;
42;19;3;0;;
43;2;19;0;;
44;18;2;0;;
45;1;18;0;;
46;1;17;0;;
47;0;17;0;;
48;17;18;0;;
49;18;19;0;;
50;19;20;0;;
51;20;21;0;;
52;21;22;0;;
53;22;23;0;;
54;23;24;0;;
55;24;25;0;;
56;25;26;0;;
57;26;27;0;;
58;27;28;0;;
59;28;29;0;;
60;29;30;0;;
61;30;31;0;;
62;31;32;0;;
In_Conds_U; ;;;;
#I_U_id;N_id;u_x;u_y;u_r;
0;0;1;1;0;
1;1;0;0;0;
2;2;0;0;0;
3;3;0;0;0;
4;4;0;0;0;
5;5;0;0;0;
6;6;0;0;0;
7;7;0;0;0;
8;8;1;1;0;
9;9;0;0;0;
10;10;0;0;0;
11;11;0;0;0;
12;12;0;0;0;
13;13;0;0;0;
14;14;0;0;0;
15;15;0;0;0;
16;16;1;1;0;
17;17;0;0;0;
18;18;0;0;0;
19;19;0;0;0;
20;20;0;0;0;
21;21;0;0;0;
22;22;0;0;0;
23;23;0;0;0;
24;24;0;0;0;
25;25;0;0;0;
26;26;0;0;0;
27;27;0;0;0;
28;28;0;0;0;
29;29;0;0;0;
30;30;0;0;0;
31;31;0;0;0;
32;32;0;0;0;
In_Conds_F;;;;;
#I_F_id;N_id;Fx;Fy;M;
0;1;0;0;0;
1;2;0;-2310000;0;
2;3;0;-2310000;0;
